17,15,17,60,1717,1163036300,13.185,18.734,2230519.819,1375553.248,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,37.12,1.44,peachtree,15,60,1713,1163036300,11.948,55.855,2230521.145,1375588.566,18.0,7.0,2,9.72,-11.99,1,101.0,214.0,0.0,1.0,2.0,1.0,13,17,0.0,0.0,peachtree,2800
21,17,21,88,209,1163039100,23.705,27.501,2230530.563,1375559.3369999998,18.0,7.0,2,23.83,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree,17,88,1717,1163039100,13.662,40.062,2230521.572,1375572.696,15.5,7.0,2,0.83,-5.76,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,25.14,30.29,peachtree,2200
69,21,69,225,616,1163041100,13.834,42.317,2230523.325,1375592.1409999998,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,26.48,9999.99,peachtree,21,108,209,1163041100,23.742,61.927,2230533.42,1375593.629,18.0,7.0,2,15.77,6.75,2,101.0,202.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree,200
17,24,17,145,1717,1163044800,13.648,40.421,2230521.586,1375573.043,15.5,7.0,2,0.49,-2.77,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,25.55,52.14,peachtree,24,145,206,1163044800,24.406,34.537,2230531.832,1375566.293,18.0,7.0,2,15.84,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,21,0,75.9,4.79,peachtree,2100
24,70,24,146,206,1163044900,24.364,35.535,2230531.871,1375567.292,18.0,7.0,2,15.84,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,21,0,75.72,4.78,peachtree,70,263,628,1163044900,14.703,21.834,2230522.5330000003,1375571.657,16.5,7.0,2,0.0,0.25,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.52,9999.99,peachtree,2000
24,69,24,147,206,1163045000,24.279,37.534,2230531.9480000003,1375569.291,18.0,7.0,2,15.84,0.0,2,101.0,202.0,0.0,1.0,2.0,1.0,21,0,74.6,4.71,peachtree,69,264,616,1163045000,13.829,42.44300000000001,2230523.33,1375592.263,16.0,7.0,2,0.71,-0.24,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,26.35,37.11,peachtree,1900
70,36,70,319,628,1163050500,14.617,23.858,2230522.611,1375573.684,16.5,7.0,2,0.34,-4.63,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.49,60.25,peachtree,36,202,1395,1163050500,23.022,16.547,2230529.7630000003,1375551.612,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,75.71,2.53,peachtree,3900
36,69,36,205,1395,1163050800,22.242,13.608,2230529.148,1375548.634,16.6,7.0,2,29.97,0.0,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,79.92,2.67,peachtree,69,322,616,1163050800,13.244000000000002,44.455,2230522.909,1375594.31,16.0,7.0,2,0.47,2.87,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.34,51.79,peachtree,3600
36,39,36,207,1395,1163051000,22.927,18.823,2230529.675,1375553.299,16.6,7.0,2,29.97,10.02,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,75.59,2.52,peachtree,39,207,1598,1163051000,11.573,12.331,2230518.568,1375546.775,15.0,7.0,2,1.19,-11.27,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.26,23.74,peachtree,3400
17,36,17,208,1717,1163051100,13.640999999999998,40.586,2230521.592,1375573.194,15.5,7.0,2,0.04,0.38,1,101.0,214.0,0.0,1.0,2.0,1.0,15,39,25.43,635.83,peachtree,36,208,1395,1163051100,23.116,21.875,2230529.892,1375555.93,16.6,7.0,2,33.32,10.02,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,73.0,2.19,peachtree,3300
69,17,69,226,616,1163041200,13.834,42.317,2230523.325,1375592.1409999998,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,26.48,9999.99,peachtree,17,109,1717,1163041200,13.662,40.085,2230521.572,1375572.695,15.5,7.0,2,0.0,-0.23,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,25.94,9999.99,peachtree,15500
17,70,17,110,1717,1163041300,13.662,40.085,2230521.572,1375572.695,15.5,7.0,2,0.0,-0.23,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,25.94,9999.99,peachtree,70,227,628,1163041300,14.628,11.824000000000002,2230521.647,1375561.684,16.5,7.0,2,6.27,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,30.49,4.86,peachtree,15400
39,17,39,204,1598,1163050700,11.671,13.353,2230518.607,1375547.791,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,27.23,22.88,peachtree,17,204,1717,1163050700,13.640999999999998,40.586,2230521.592,1375573.194,15.5,7.0,2,0.0,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,39,25.44,9999.99,peachtree,6000
39,69,39,203,1598,1163050600,11.765,14.348,2230518.646,1375548.79,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,26.24,22.05,peachtree,69,320,616,1163050600,13.244000000000002,44.409,2230522.909,1375594.311,16.0,7.0,2,0.43,-1.32,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.38,56.71,peachtree,8500
39,70,39,206,1598,1163050900,11.577,12.357,2230518.569,1375546.791,15.0,7.0,2,1.19,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,28.23,23.72,peachtree,70,323,628,1163050900,14.617,23.861,2230522.61,1375573.654,16.5,7.0,2,0.87,5.99,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.65,23.73,peachtree,8200
53,50,53,303,1428,1163060600,23.376,20.28,2230529.9080000003,1375555.3590000002,15.5,7.0,2,22.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,36,0,88.18,3.93,peachtree,50,303,1573,1163060600,12.505999999999998,34.051,2230519.953,1375566.8269999998,16.5,7.0,2,14.85,-2.61,1,101.0,214.0,0.0,1.0,2.0,1.0,39,0,63.0,4.24,peachtree,1700
53,70,53,304,1428,1163060700,23.268,25.981,2230530.005,1375557.858,15.5,7.0,2,22.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,36,0,83.46,3.72,peachtree,70,421,628,1163060700,14.597,24.334,2230522.629,1375574.155,16.5,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.46,9999.99,peachtree,1600
69,53,69,422,616,1163060800,13.229,44.794,2230522.922,1375594.659,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.0,9999.99,peachtree,53,305,1428,1163060800,22.663,28.457,2230529.602,1375560.375,15.5,7.0,2,22.45,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,36,0,82.0,3.65,peachtree,1500
69,50,69,407,616,1163059300,13.229,44.794,2230522.922,1375594.659,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.0,9999.99,peachtree,50,290,1573,1163059300,13.683,18.687,2230520.319,1375553.229,16.5,7.0,2,11.25,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,39,0,49.91,4.44,peachtree,3200
70,50,70,408,628,1163059400,14.597,24.334,2230522.629,1375574.155,16.5,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.46,9999.99,peachtree,50,291,1573,1163059400,13.649,19.635,2230520.232,1375554.1730000002,16.5,7.0,2,11.25,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,39,0,50.91,4.52,peachtree,3100
59,69,59,344,1476,1163064700,23.556,30.997,2230530.6980000003,1375562.834,14.5,7.0,2,22.17,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,53,0,74.84,3.38,peachtree,69,461,616,1163064700,13.229,44.794,2230522.922,1375594.659,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.0,9999.99,peachtree,1800
70,59,70,462,628,1163064800,14.597,24.334,2230522.629,1375574.155,16.5,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.46,9999.99,peachtree,59,345,1476,1163064800,23.577,30.498,2230530.679,1375562.335,14.5,7.0,2,22.17,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,53,0,77.39,3.49,peachtree,1700
60,59,60,351,712,1163065400,15.106,17.799,2230521.789,1375552.421,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,102.24,4.12,peachtree,59,351,1476,1163065400,23.518,44.875,2230531.769,1375576.6830000002,14.5,7.0,2,21.08,4.78,2,101.0,214.0,0.0,1.0,2.0,1.0,53,0,72.78,3.45,peachtree,1100
60,70,60,352,712,1163065500,15.011,16.803,2230521.75,1375551.4219999998,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,105.42,4.25,peachtree,70,469,628,1163065500,14.597,24.334,2230522.629,1375574.155,16.5,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,69,0,20.46,9999.99,peachtree,2700
60,69,60,353,712,1163065600,15.106,17.799,2230521.789,1375552.421,15.6,7.0,2,24.79,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,50,0,106.56,4.3,peachtree,69,470,616,1163065600,13.229,44.794,2230522.922,1375594.659,16.0,7.0,2,0.0,0.0,1,101.0,222.0,0.0,1.0,2.0,1.0,68,70,24.0,9999.99,peachtree,2600
