11,2,40.898,2001.335,2230838.192,1377483.919,16.8,7.4,2,14.99,0.0,1,113.0,201.0,5.0,0.0,3.0,2.0,0,0,0.0,0.0,peachtree,34.735,2014.005,2230830.163,1377495.497,15.8,7.2,2,0.0,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,3300
15,2,40.571,2013.105,2230836.068,1377495.5,16.0,7.3,2,21.85,0.0,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,-20.459,2036.02,2230772.251,1377508.8080000002,15.8,7.2,2,22.42,2.54,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,600
15,11,42.555,2012.19,2230838.169,1377494.9,16.0,7.3,2,21.85,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,4.26,1987.0839999999998,2230804.169,1377464.21,16.8,7.4,2,16.16,-0.98,0,113.0,201.0,5.0,0.0,3.0,2.0,0,0,0.0,0.0,peachtree,3700
15,17,8.595,2027.171,2230802.35,1377504.494,16.0,7.3,2,23.14,4.59,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,16.226,1995.243,2230814.7430000002,1377474.124,17.0,7.1,2,10.45,0.0,0,115.0,201.0,5.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree,2000
15,19,-28.214000000000002,2036.6029999999998,2230764.494,1377508.2230000002,16.0,7.3,2,22.46,4.97,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,39.497,2014.3770000000002,2230834.812,1377496.593,16.6,7.3,2,21.57,0.0,2,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,500
11,19,-9.4,1891.858,2230803.4469999997,1377368.233,16.8,7.4,2,34.8,-0.16,2,113.0,201.0,0.0,5.0,4.0,1.0,0,0,0.0,0.0,peachtree,33.42,2016.606,2230828.466,1377497.866,16.6,7.3,2,21.57,0.0,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,900
16,20,-3.698,190.042,2230524.43,1375740.302,16.0,7.0,2,17.13,4.23,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,29.22,191.99200000000002,2230557.179,1375736.4409999999,16.6,7.0,2,15.4,0.0,9999,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,1300
16,25,-26.570999999999998,184.916,2230501.012,1375739.2680000002,16.0,7.0,2,22.39,0.0,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,40.101,202.99,2230569.821,1375745.358,16.0,7.0,2,14.84,0.0,3,102.0,223.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,200
22,20,-10.062999999999999,156.762,2230512.321,1375708.654,16.0,7.0,2,19.98,0.0,0,123.0,202.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree,10.456,185.643,2230537.5719999997,1375733.485,16.6,7.0,2,21.31,2.25,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,1900
24,20,-18.537,118.43,2230497.235,1375670.78,16.0,6.5,2,15.91,10.53,2,123.0,201.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,peachtree,2.206,183.27599999999998,2230529.054,1375732.602,16.6,7.0,2,21.41,0.0,0,102.0,223.0,1.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree,1500
